id,first_name,last_name,participant_id,course,course_id,register_date,participation_rate,course_completion_rate,task_completion_rate,feedback_rate
306,Lillian,Perrottet,7eeb0e44-bc84-41b5-8fb8-66b48a370252,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/12/2020,61.96,59.16,32.31,76.02
307,Inga,Yanson,5445481d-e5fc-40b9-a72e-4f793582115d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/06/2020,77.59,63.2,9.84,84.45
308,Ellen,Royden,daac17a5-39b3-4c86-99e7-f7364ba44818,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/11/2019,56.42,90.79,64.52,6.25
309,Tamiko,Clute,3a5d1799-cbff-4864-8529-3defb81b4dfd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/01/2020,83.89,61.42,72.17,91.48
310,Bruis,Westnage,e561e100-0012-4bf0-aeff-8f2c55df9af3,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/06/2020,51.65,24.89,25.58,57.14
311,Lefty,McHan,6be46c25-045f-4e50-88f9-2fbe618a7de8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/08/2021,77.06,72.52,73.19,40.09
312,Katleen,Camin,d1cdb411-4ecf-469d-aa4b-81d3a20f539c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/01/2019,94.19,17.79,19.39,62.95
313,Nanon,Willson,38c82175-896b-4980-9f9c-16222dce3b18,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/12/2020,71.78,61.69,67.88,98.75
314,Benjie,Keerl,ec320fc7-dc23-4bd7-a001-213c7d1331c0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/01/2021,30.33,53.01,,
315,Olia,Eagger,9deaef8c-5016-48fe-8f0b-ba1e8e3c3699,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/11/2020,38.16,84.44,26.4,20.75
316,Kerrie,Ragot,c9b45cfc-01a8-45f2-abd2-be669949531d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/03/2020,47.89,59.53,,
317,Efrem,Muckleston,ddc4671f-056f-49fb-ba61-f5eb5fcdd014,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/10/2020,55.74,21.89,32.41,72.88
318,Kathie,Leverette,f0c1b587-f66c-4949-ab5a-7b341acc801e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/05/2021,57.8,74.82,33.74,35.89
319,James,Ianiello,940af1d9-2f1e-421a-9985-6d21a43025e3,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/10/2021,38.13,18.22,64.62,21.31
320,Syd,Gayther,e7a789b9-96dd-4021-94f4-aba9e46b5d73,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/03/2021,82.28,3.41,38.24,79.76
321,Moyna,Sissens,394f1a88-6b66-474c-91f1-8ca9497385bc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/06/2020,28.54,44.86,97.13,57.24
322,Iosep,Whayman,58478e61-0e82-46ad-b1f9-9a39d76d698c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/05/2021,37.13,75.03,80.76,75.57
323,Jennilee,Donat,b6ba4ddf-ed67-4fe9-a7c1-1f8d43cb2513,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/06/2021,84.47,19.51,55.59,10.44
324,Sara,Iddenden,abe301bd-dd17-4dd7-88e9-4eafa5d41892,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/12/2021,21.6,84.29,34.61,88.86
325,Pavel,Jearum,841d9151-3da3-4966-89e8-7ef5aafad931,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/09/2020,54.01,36.13,71.88,44.32
326,Tallie,Powell,31f9c613-9d00-481e-a271-c5cd696e4099,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/08/2020,52.13,29.26,78.43,19.17
327,Amity,Soppit,9932acb1-7c8a-4c23-9407-127f3b8a2ac4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/11/2019,24.84,42.47,82.88,93.45
328,Guss,Somerled,9f888f45-60d3-47fb-a652-cfe0b08e5afc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,31/01/2021,44.99,43.01,8.87,87.94
329,Darnall,Kamienski,7302d628-0416-4ad8-b75c-6cb3c24aadd9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/06/2021,9.12,90.78,66.64,5.37
330,Sully,McWilliams,7ddc94cf-31b1-4693-b87d-b49a5f8666ea,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/10/2020,45.98,81.99,72.57,38.51
331,Alecia,Ibbeson,2a14c87c-e0cd-4dc6-8f10-778c9122c5a9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/11/2019,76.56,27.6,11.2,66.64
332,Moira,Sisland,3757ea67-c2e2-4415-8ddd-e86a6d672379,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/11/2021,42.47,78.19,49.39,1.81
333,Lorettalorna,McCloid,1c01b8ab-17a7-4120-b97f-f6733052efbb,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/03/2021,11.53,49.43,16.39,49.23
334,Kirsten,Houlahan,35da963e-5e7d-41b9-b2ed-b568f1726602,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/03/2020,15.75,76.28,57.6,13.1
335,Johny,Durbridge,5c76a7e7-31b5-4231-8e91-04abe51b8bf6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/08/2021,22.32,14.45,16.92,88.34
336,Sally,Christofor,38b48110-7202-4cce-a153-4a3d5c11933f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/03/2020,5.53,69.6,6.11,71.34
337,Thorvald,Folli,f09ecf02-3f6c-4b00-b16b-c4b59fde4460,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/01/2019,62.79,12.87,94.0,52.93
338,Barrie,McCadden,eb27a18b-7cb7-4048-9d75-e14d9e850d0f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/02/2019,10.95,,,
339,Cornie,Anthoine,269adcec-2eb8-4320-a14d-e7738f1dd9a8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/11/2020,94.77,97.91,22.85,68.47
340,Melodie,Pashen,6c5d9d4e-ca77-420e-9ea3-782e477911be,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/02/2020,65.02,8.51,43.09,3.12
341,Ryann,Cruickshanks,2509a2ed-7149-4a54-ba33-cc946cc2d519,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/03/2020,80.06,40.83,17.66,1.71
342,Dietrich,Mealiffe,e68d8056-a6a1-45ea-a0f6-7f3e7bf2eb8f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/06/2020,8.82,9.5,50.15,44.68
343,Durward,Copeman,1aaf8eb2-cb27-4765-9e8a-9bb074b72318,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/04/2019,64.92,37.61,82.05,94.49
344,Babbette,Stappard,2bb10b4b-6fa2-4d3d-817d-390f018fb130,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/12/2021,59.61,72.54,94.6,19.81
345,Suzy,Godlee,a03d0bf0-28bd-4bbf-a2f3-cbaa0295f783,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/06/2020,39.87,77.55,96.61,80.03
346,Elmore,Casotti,e37c81b4-858c-45a9-bfab-c8680f215109,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/05/2019,2.79,21.43,31.22,92.27
347,Bogey,Arnecke,9dab64a3-1d3a-4a75-893e-10c7c87398b4,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/02/2019,10.92,40.27,41.37,79.5
348,Chalmers,Seagood,dbd1ae60-4e33-4a1e-b9e7-398e2a3f5c53,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/08/2019,49.81,41.25,87.09,64.48
349,Annabella,Teacy,d046355e-38af-4613-b12c-0a893c97628b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/08/2021,81.34,19.09,3.37,99.34
350,Mortimer,Rudledge,2b345c29-fb4c-4fd6-94dc-2aeed5d7a654,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/04/2021,26.96,5.44,30.35,11.23
351,Silvain,Brickner,7ed83ab4-a823-4a33-a49a-326d8557acb2,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/03/2020,37.56,59.94,,
352,Melanie,Speakman,190a6480-2e3a-414d-bc5a-72e186de6eb8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/08/2021,16.92,7.07,2.81,18.42
353,Rheba,Varsey,6dcabcf8-800a-4713-b56c-a3eeea482acf,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/10/2019,12.23,77.13,89.03,58.59
354,Rosemarie,Rapinett,e77a6922-128d-4a0b-918c-53ddad2835eb,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/10/2021,50.1,39.67,86.03,26.62
355,Hermie,Morat,1e318239-9e2f-4ae5-bbff-a998a8e5d8fc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/10/2019,50.8,78.56,,
356,Candide,Costanza,f109347c-14a7-4d03-94f9-d5f0ca8cccda,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,31/01/2019,86.09,67.17,55.85,10.7
357,Mikkel,Lacy,a761cd29-1b06-4479-8728-d471a49ef403,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/06/2019,58.85,96.27,51.22,38.56
358,Rowe,Scurr,efec0ff7-326b-4b23-821c-a572f95bcdca,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/03/2020,55.34,68.34,77.35,40.01
359,Allister,Di Napoli,bb11a877-bd6d-42db-90f1-8380aa32efdd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/03/2020,9.96,89.01,,
360,Dusty,Tootin,f4345ce4-9a83-425c-bdf2-d47a99384e29,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/12/2020,75.32,34.23,97.17,81.33
361,Nevins,Castiglio,211de496-3b96-4808-8625-d9b7f06275f8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/04/2021,34.59,,,
362,Lothario,Kershow,8c3ab8f0-166e-42c0-a4a9-692b6dffbb6d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/01/2019,86.97,38.74,14.54,92.69
363,Vinny,Huffa,4f7626d1-abb7-4967-b876-b80a04b45d6d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/02/2019,38.3,31.25,34.87,97.03
364,Jodee,MacCahey,993dfd66-76d5-493d-b6e5-651db934f4fc,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/12/2020,55.1,34.08,44.16,48.67
365,Geri,Arthur,bd88076b-9c76-48c0-a8ac-fcc001a3b139,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/01/2020,9.36,52.15,1.78,86.84
366,Izak,Bleyman,b2997c32-0947-4290-b5ab-cbf7858b809c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/02/2020,58.4,13.08,46.62,32.91
367,Ericha,Demcik,84482681-bc3c-4125-b0a4-43c670ff070b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/10/2019,72.31,84.43,85.02,63.09
368,Tris,Davall,ba47c3ab-fd46-445e-a97e-d9b3e330b640,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/05/2020,45.46,18.14,38.19,53.01
369,Patrizia,Binyon,9c266e18-1e9b-4183-b750-784336d1fb89,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/05/2021,16.89,1.09,97.62,31.68
370,Thaine,Goldby,de800b88-7ead-4517-8a39-a02b1b9a6048,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/09/2021,21.72,17.96,72.59,97.74
371,Karoline,Splevins,ce07714c-d072-4b5e-8dcf-a2282867b505,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/07/2021,68.39,,,
372,Beverie,Tschiersch,f07ca121-8474-40a2-b6a0-800ad4d6e0d9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/03/2020,20.22,68.89,57.02,26.45
373,Angela,Kitcher,1948dc8d-c046-412e-a93c-030d8e727104,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/12/2020,17.65,17.28,20.4,79.59
374,Gerta,Longman,f7522ac7-423e-4c01-be34-80c317cb423d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/05/2020,1.14,,,
375,Lind,Bradforth,bb72add5-e7e2-4472-b454-888aea445b6a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/03/2019,12.76,,,
376,Wylma,Galloway,5a19e9b8-b9e4-412c-8e02-8f7a93f66af1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/10/2021,98.73,50.81,70.35,24.24
377,Dani,MacCauley,9ddf7674-44fa-4952-9eda-8ec1fc266793,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/03/2020,16.18,45.22,36.2,52.81
378,Lavena,Hounsom,4baa865b-b922-4d30-8a44-e34fe3a029e1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/12/2021,17.61,81.44,74.97,90.62
379,Payton,Drew-Clifton,c184f6bb-2c17-4f6f-a0e3-5190971cbf74,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/10/2021,1.4,86.22,95.0,60.01
380,Orion,Waadenburg,3e34f5df-236d-4e73-b358-43da4b7c898e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/03/2020,53.05,97.53,47.73,83.65
381,Hagan,Newby,0412f1b3-4894-4a14-b076-dc26b3106118,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/08/2021,50.03,68.5,71.67,46.34
382,Henrieta,Friberg,12c6f03c-ccb2-4382-89f0-1a964aa1ac4f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/05/2019,62.25,19.22,,
383,Amalita,Trace,61f2ef16-5aa5-429a-a91b-824f24b4260e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/12/2021,87.41,1.1,33.66,23.02
384,Nobie,Laye,a22e9fdd-81d5-4cce-9fe0-c6c5078a548f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/07/2021,2.11,34.06,29.77,18.58
385,Leelah,Povey,fb8a3511-13f7-46a3-b69b-87c2d9a97d33,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,10/04/2020,82.18,94.01,1.95,82.85
386,Marnie,Vakhonin,74b1d4a6-ac2d-40a7-8d53-48a2c20add65,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/04/2021,80.88,75.42,,
387,Ruperta,Croxford,ec5cf6fb-bd1e-42a6-ba02-f1eba697e488,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/09/2019,91.48,37.78,79.66,87.19
388,Ivory,Hanlon,556f62bf-2350-4bd8-8d35-6fcf8c2f10d0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/03/2020,37.61,,,
389,Bertie,Charer,89432c94-30b3-46e2-bd37-75966343f929,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,14/07/2020,77.79,27.44,46.62,89.09
390,Alvan,Hitschke,d2fac993-4a47-4389-8317-020a5e491129,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/10/2019,66.6,93.78,32.54,98.82
391,Tremain,Baglin,6f1bcf03-fcd5-4b00-8c45-f8234189aed8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/03/2019,64.66,19.6,,
392,Chickie,Florence,ff6bf519-e279-4041-9d9a-a97e7bad18fd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/02/2021,50.17,68.77,99.84,5.83
393,Leese,Weldon,396fa31c-fa04-4777-9bda-12a67ef53582,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/02/2021,73.98,22.8,74.65,74.96
394,Zena,Molson,02690b56-bce5-4a60-8ada-8278e26b4b6d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/07/2019,28.84,78.6,28.61,55.34
395,Aubert,Ionn,fc462315-1e78-4d19-80ed-cfbd665f4a53,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,01/04/2021,60.81,84.91,3.76,95.47
396,Fan,Condon,ce9c243e-48d3-4825-a09b-a751ec0ddaa7,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/08/2021,22.55,83.91,35.82,48.57
397,Doris,Chaperling,8af56cb2-cdb9-4129-9ceb-1748ec4a23e8,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,31/03/2021,51.11,13.58,46.39,55.89
398,Shandee,Stadding,bd892e95-8267-491d-ad8a-845e596f6825,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/04/2020,17.86,93.99,,
399,Bayard,Barth,6c2e872d-6c0d-4fe9-a803-6aa6c86f003e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/09/2019,29.78,87.15,42.91,25.25
400,Kip,Kovelmann,436ff082-d41f-4747-a5f8-0168539ce043,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/09/2019,25.59,34.13,,
401,Tad,Chantree,d50575fe-e549-4780-ac17-267608a5d224,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/08/2019,78.06,8.88,52.26,5.17
402,Addi,Sackes,cd8bf1f9-867f-42e9-8ad9-60824a0a3aef,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/05/2021,77.82,18.24,32.43,97.46
403,Roseline,Westrope,7c07cbe0-4f2b-4c5f-80ff-e6b79f08d374,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/12/2021,42.54,68.75,49.14,38.85
404,Ker,Hansard,9deb7b5f-a86b-4e23-9d5b-291d07c60b35,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/11/2019,73.12,87.52,64.48,9.6
405,Jameson,Seabrooke,bd7c7d9e-3efd-4c7b-b7a3-1598c3601dcf,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/04/2019,76.23,18.6,42.35,55.63
406,Joycelin,Garza,c1973f43-03bd-47ac-b7c4-4adbc4bb60fd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/11/2019,61.48,48.01,31.44,10.34
407,Nick,Camilleri,6d583ba7-73aa-4d3b-ba04-9bae285fd9c1,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,21/07/2020,30.01,67.85,44.29,14.31
408,Marney,Dugmore,845fbb6c-7731-48a7-8ceb-57eb86760606,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/12/2020,20.66,40.55,94.58,13.91
409,Vidovic,Bovey,064ddb39-d10f-455c-9561-b3d49274e6ed,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,07/02/2021,56.1,66.58,80.31,66.14
410,Saraann,Nuzzi,8e99c363-4f80-4782-a829-b6bfaade1cff,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,20/08/2021,81.09,2.65,,
411,Kikelia,Oluwatoyin,dd1b193d-b8ee-42cf-a6dc-0612b554539a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/09/2021,90.74,15.7,34.4,68.9
412,Abra,Cordero,8f592125-65e2-4e67-ba30-6dedbda6f55c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/02/2020,47.53,6.58,,
413,Genia,Simoni,2a2ff771-5d42-4780-8f99-3afc834112fd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/01/2019,85.65,28.88,92.36,95.74
414,Ralina,Avrahm,fcfa2cc6-f545-45ed-a399-c4fe19b60132,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/09/2019,15.0,76.96,37.65,4.65
415,Pascal,Ebbing,2b536712-5e00-4c97-bdfc-f20da5cb51df,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/09/2019,68.58,68.12,76.85,82.09
416,Ham,Kerrich,7913ec9d-5af5-4b3e-a3d9-ae813b37db02,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/05/2019,90.82,44.55,96.87,70.9
417,Con,Dufore,879aa17a-0a95-45da-bf21-b183cbbaf067,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,02/09/2021,98.84,44.08,24.04,68.59
418,Dorian,Mohammad,dc5896ee-15ba-4433-bd35-35dbdbadab4b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/06/2021,97.59,2.94,89.98,26.1
419,Arlina,Ivanyukov,7b671952-ceb8-44a1-a6cc-1cd11beb5d31,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/05/2019,51.42,31.0,13.97,6.21
420,Welsh,Filippello,0fc73c81-aa10-49b6-a2df-11c5fb79aad0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/01/2021,96.42,21.02,,
421,Janeczka,Rignold,1d3e4cb4-e103-4cd1-90db-a83e763c7dad,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,19/02/2021,39.05,44.7,93.69,12.7
422,Court,Dormand,88b190cb-41d4-4317-ab61-2362acbd9ce5,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/09/2021,83.5,44.17,58.63,7.02
423,Kilian,Dank,8cfb941e-8827-4575-be5f-b713da3b047c,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/09/2021,11.68,98.85,27.84,80.53
424,Dore,Muddimer,1b2da6b6-98ec-43ff-94ec-fc54d9515498,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/03/2021,34.84,31.45,64.77,26.72
425,Marj,Aronov,272859dc-4084-4ec0-adc6-b0794da70909,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/08/2021,26.47,51.34,74.04,25.23
426,Imogene,Goford,2b4a4015-0b22-42b4-b552-34b440e257fa,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/10/2019,62.07,21.66,56.77,31.67
427,Loralyn,Ciciari,18c40708-374d-4ba7-b7a9-ccd37ef40a04,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,06/01/2019,4.27,,,
428,Hanan,Stubbings,1578d829-2376-4881-b094-04df5f07aa2e,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/01/2021,13.98,15.67,69.39,85.64
429,Virgina,Brownsill,26493343-c508-42b8-b520-bd8a587fb727,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/01/2021,40.38,32.36,80.58,23.66
430,Kincaid,Ollive,6b1cad11-c35c-48fd-bd66-fc8fc2d04fdb,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,25/04/2020,37.53,67.53,87.31,9.7
431,Dylan,Hubback,b9a6a828-5082-46a2-9481-8fd4ef39e9ab,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,12/10/2021,45.4,46.42,31.38,78.15
432,Dacey,Dicty,0cb4c3f6-41e5-4b20-9fe7-d2b1a52c1a64,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,15/09/2020,52.13,49.2,12.23,38.86
433,Temple,Stailey,1376dd29-d883-445b-aa73-c4775e1c1df0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,26/05/2020,36.53,26.4,,
434,Jason,Sturges,e1794f4c-6ae4-4b31-a54c-00220207568b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/02/2020,92.82,64.87,40.04,55.95
435,Darius,Cummins,11bb1be7-5782-4e0a-9795-326d73dc8926,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,23/10/2021,93.87,8.35,81.36,56.3
436,Alec,Franc,aa04e823-32cd-4ad8-afee-81b4cd198bed,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,31/12/2021,89.79,14.15,12.65,42.21
437,Salomi,Welling,3d6084c8-263b-40f4-a7b7-2d20c00336e0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,27/10/2019,78.6,68.8,1.59,39.59
438,Bancroft,Nelmes,64547b00-6de7-480c-8421-bbebe6a87fde,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,05/06/2021,59.67,72.23,62.31,29.92
439,Ravi,Hulks,955d0056-328a-4514-b3d0-22da10da8a2f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,28/03/2019,34.1,69.07,68.32,11.87
440,Mellisa,Mantz,5918ca41-afbd-472a-a152-c665d15d087f,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/10/2019,88.04,22.23,98.16,70.24
441,Jose,Foskew,5d6daea7-fe7d-4863-adaa-80e9c587017b,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,30/04/2021,52.17,92.9,92.15,82.07
442,Becky,Pleven,e43e8066-f6be-48d4-af50-7d828832b120,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/11/2020,77.37,25.82,19.44,89.6
443,Brier,Pittendreigh,cc6772ca-fd21-4923-a34e-8216bcc7eaca,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,16/05/2020,90.2,22.73,32.31,49.77
444,Ingemar,Lye,6a8657c3-9b34-49d5-b407-f3a36c24cac6,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/02/2019,87.35,85.18,80.99,25.06
445,Tobey,Pigott,e0b23cf8-ba47-41e0-b3c9-a082b02ad771,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,09/11/2020,70.26,53.28,55.92,61.2
446,Donn,Cheavin,c0083662-9bae-4b70-9f06-4aa011dbaa8d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,03/09/2021,38.02,11.29,67.17,36.55
447,Carley,Jiruch,f31e061c-8b5d-45ac-bf2b-7d5381d9b9bd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,08/11/2019,35.88,65.91,47.06,43.37
448,Jimmie,Paxton,07f55830-db92-44de-849b-8873f60fb879,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,18/01/2021,98.27,45.62,48.99,37.3
449,Amble,Lowrey,3ca24be1-2d06-4363-83c9-b29bddd411a0,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/11/2019,54.61,95.04,46.0,48.15
450,Reinaldos,Harflete,da4c1767-094e-4d79-9ea9-8f82fbfeeed3,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,29/08/2019,4.13,14.05,36.26,15.99
451,Lauritz,Samwaye,82af946f-f14a-443e-98ff-ae359a487423,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/05/2021,54.23,27.02,65.87,65.32
452,Corbett,Dunstall,2ea9bdfe-997f-4a95-9bde-2154da56866d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,24/07/2020,16.14,53.44,53.41,38.23
453,Lorne,Roly,875540d7-e4f0-4afd-94a0-57fa28551ce9,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,17/03/2019,82.76,62.39,41.63,79.2
454,Natalee,Vigrass,5e64eda4-ac31-48a4-8635-ccc8fa9d265d,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,22/03/2019,28.26,63.56,4.84,27.24
455,Sheppard,Scantleberry,51ab3fb6-43b6-4e30-861c-8a1e0fc86fdd,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,11/06/2020,7.4,12.35,50.67,23.4
456,Silvain,Brassill,f315d5d7-8cd2-44cf-8072-39180345ae33,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,04/06/2019,5.06,59.08,16.86,18.35
457,Ariel,Tembey,a3c7a20d-be89-47ae-944f-9128fa116f5a,Python & Data Visualization,5c22e69e-2a0a4155-64f206cb,13/09/2020,27.38,34.47,46.86,28.99
